FIRST,LAST,NICKNAME,URL,FIGHTER,HEIGHT,WEIGHT,REACH,STANCE,DOB
Luis,Ramos,Beicao,http://ufcstats.com/fighter-details/7bc475b0fc2020ab,Luis Ramos,"5' 8""",170 lbs.,,Orthodox,1981-01-18
Cody,Donovan,Donnybrook,http://ufcstats.com/fighter-details/7bc96507e4b38d3b,Cody Donovan,"6' 3""",205 lbs.,"74""",Orthodox,1981-02-20
John,Albert,Prince,http://ufcstats.com/fighter-details/7bd94b60d7521e4a,John Albert,"5' 8""",135 lbs.,"68""",Orthodox,1986-10-13
Eduardo,Garagorri,,http://ufcstats.com/fighter-details/7bde387d50829adf,Eduardo Garagorri,"5' 9""",145 lbs.,"70""",Orthodox,1989-05-28
Brian,Kelleher,Boom,http://ufcstats.com/fighter-details/7be14eaed4c74856,Brian Kelleher,"5' 6""",135 lbs.,"66""",Switch,1986-08-19
Yukiya,Naito,,http://ufcstats.com/fighter-details/7be328bb3c2ea22e,Yukiya Naito,"6' 1""",205 lbs.,,Orthodox,
Cody,McKenzie,,http://ufcstats.com/fighter-details/7be63795363029e8,Cody McKenzie,"6' 0""",155 lbs.,"72""",Switch,1987-12-16
Sara,McMann,,http://ufcstats.com/fighter-details/7be74a12d7352df2,Sara McMann,"5' 6""",135 lbs.,"66""",Orthodox,1980-09-24
Yamato,Nishikawa,,http://ufcstats.com/fighter-details/7beecbe0a08cf002,Yamato Nishikawa,"5' 7""",155 lbs.,,Orthodox,2002-12-06
Sean,Salmon,,http://ufcstats.com/fighter-details/7c0847d3854a95f2,Sean Salmon,"5' 10""",185 lbs.,,Southpaw,1977-09-11
Riki,Fukuda,,http://ufcstats.com/fighter-details/7c35f869033901ae,Riki Fukuda,"6' 0""",185 lbs.,"73""",Southpaw,1981-01-06
Yuta,Sasaki,Ulka,http://ufcstats.com/fighter-details/7c3c48cf54a2848e,Yuta Sasaki,"5' 10""",125 lbs.,"71""",Southpaw,1989-10-07
Brandon,Visher,The Viper,http://ufcstats.com/fighter-details/7c4ec656d8fcb867,Brandon Visher,"5' 6""",135 lbs.,"68""",Orthodox,1984-05-06
Ildemar,Alcantara,Marajo,http://ufcstats.com/fighter-details/7c6e87729e824ef4,Ildemar Alcantara,"6' 2""",185 lbs.,"78""",Orthodox,1982-11-18
Marlon,Vera,Chito,http://ufcstats.com/fighter-details/7c7332319c14094c,Marlon Vera,"5' 8""",135 lbs.,"70""",Switch,1992-12-02
Anthony,Do,,http://ufcstats.com/fighter-details/7c9aeba0c4d4bd78,Anthony Do,"5' 4""",125 lbs.,,,
Jin,Soo Son,,http://ufcstats.com/fighter-details/7c9c6a884be167fe,Jin Soo Son,"5' 6""",135 lbs.,"69""",Orthodox,1993-04-01
Brok,Weaver,Chata Tuska,http://ufcstats.com/fighter-details/7c9f96f9a6a5cd50,Brok Weaver,"6' 0""",155 lbs.,"73""",Southpaw,1991-12-05
Paulo,Santos,,http://ufcstats.com/fighter-details/7ca4c3f8aa8bacae,Paulo Santos,,,,,
Henry,Corrales,,http://ufcstats.com/fighter-details/7cb0946d51b8cde7,Henry Corrales,"5' 9""",145 lbs.,,,
Drakkar,Klose,,http://ufcstats.com/fighter-details/7cbf7c78d3b34218,Drakkar Klose,"5' 9""",155 lbs.,"70""",Orthodox,1988-03-09
Yan,Cabral,,http://ufcstats.com/fighter-details/7cdd3e5d3aa9cb39,Yan Cabral,"5' 11""",155 lbs.,"73""",Orthodox,1983-05-13
Quemuel,Ottoni,,http://ufcstats.com/fighter-details/7ce21433c2a53168,Quemuel Ottoni,"6' 0""",155 lbs.,"72""",Orthodox,1992-10-22
Daniel,Frunza,,http://ufcstats.com/fighter-details/7cec3c4a5e7b6d68,Daniel Frunza,"6' 1""",170 lbs.,"73""",Orthodox,1994-04-13
David,Douglas,Tarzan,http://ufcstats.com/fighter-details/7cf0944b88966118,David Douglas,"5' 11""",155 lbs.,,,1981-08-16
Milton,Vieira,Miltinho,http://ufcstats.com/fighter-details/7cf20446453f852b,Milton Vieira,"6' 0""",145 lbs.,,Orthodox,1978-10-04
Todd,Lally,,http://ufcstats.com/fighter-details/7d06092326c52528,Todd Lally,"5' 7""",145 lbs.,,Orthodox,
Colin,Fletcher,The Freakshow,http://ufcstats.com/fighter-details/7d09200f6a77b20e,Colin Fletcher,"6' 2""",155 lbs.,,Orthodox,1983-01-08
Ramazan,Temirov,Temurlan,http://ufcstats.com/fighter-details/7d0a1968b38ca439,Ramazan Temirov,"5' 4""",125 lbs.,"63""",Orthodox,1997-01-31
Rich,Clementi,No Love,http://ufcstats.com/fighter-details/7d21de9c6d7c98b2,Rich Clementi,"5' 9""",155 lbs.,"72""",Southpaw,1976-03-31
Nick,Thompson,The Goat,http://ufcstats.com/fighter-details/7d3caf0f96f1b33d,Nick Thompson,"6' 1""",170 lbs.,"74""",Orthodox,1981-06-23
,Aoriqileng,The Mongolian Murderer,http://ufcstats.com/fighter-details/7d420039bbfe7c1a,Aoriqileng,"5' 7""",135 lbs.,"69""",Orthodox,1993-06-25
Carlos,Calderon,Chief,http://ufcstats.com/fighter-details/7d4d7583df7eebf9,Carlos Calderon,"5' 11""",145 lbs.,"71""",Southpaw,1996-02-10
Scott,Baker,,http://ufcstats.com/fighter-details/7d5b12de1625984e,Scott Baker,"6' 0""",210 lbs.,,,
Nick,Sperling,,http://ufcstats.com/fighter-details/7d68f3bec89e08ec,Nick Sperling,,135 lbs.,,,
Gerric,Hayes,,http://ufcstats.com/fighter-details/7d6a3546c988cdc0,Gerric Hayes,"5' 10""",,,,
Jose,Delgado,,http://ufcstats.com/fighter-details/7d6ceff6747f2de2,Jose Delgado,"5' 11""",145 lbs.,"73""",Switch,1998-04-21
Ante,Delija,Walking Trouble,http://ufcstats.com/fighter-details/7d8435c56043b0ae,Ante Delija,"6' 4""",245 lbs.,,Orthodox,1990-08-07
Gray,Maynard,,http://ufcstats.com/fighter-details/7d96bc577e5178b2,Gray Maynard,"5' 9""",155 lbs.,"70""",Orthodox,1979-05-09
CJ,Hamilton,The Autobot,http://ufcstats.com/fighter-details/7da5839b223f3728,CJ Hamilton,"5' 7""",125 lbs.,"68""",Switch,1986-10-07
Adriano,Martins,,http://ufcstats.com/fighter-details/7dcf06c1967801c1,Adriano Martins,"5' 10""",155 lbs.,"72""",Southpaw,1982-12-16
Virna,Jandiroba,Carcara,http://ufcstats.com/fighter-details/7dda2cf308f24a02,Virna Jandiroba,"5' 3""",115 lbs.,"64""",Orthodox,1988-05-30
Cristian,Quinonez,Problema,http://ufcstats.com/fighter-details/7debc13b36343605,Cristian Quinonez,"5' 8""",135 lbs.,"70""",Orthodox,1996-04-26
Bill,Duvall,,http://ufcstats.com/fighter-details/7df4d3c38792b083,Bill Duvall,"6' 2""",185 lbs.,,Southpaw,
Bobby,Nash,,http://ufcstats.com/fighter-details/7dfb56f24fe5ddea,Bobby Nash,"6' 0""",170 lbs.,"74""",Orthodox,1990-03-26
Jose,Landi-Jons,Pele,http://ufcstats.com/fighter-details/7e062824c175f975,Jose Landi-Jons,"5' 11""",170 lbs.,,Orthodox,1973-09-09
Ruan,Potts,Fangzz,http://ufcstats.com/fighter-details/7e208569469c8bc8,Ruan Potts,"6' 2""",247 lbs.,"75""",Orthodox,1978-02-23
Daniel,Sarafian,,http://ufcstats.com/fighter-details/7e47047d0971d566,Daniel Sarafian,"5' 9""",185 lbs.,"73""",Orthodox,1982-08-21
Arjan,Bhullar,,http://ufcstats.com/fighter-details/7e511f8d842a109d,Arjan Bhullar,"6' 1""",245 lbs.,"75""",Orthodox,1986-05-13
Turrell,Galloway,,http://ufcstats.com/fighter-details/7e654edcddd71550,Turrell Galloway,"5' 3""",145 lbs.,,,
Brad,Blackburn,Bad Brad,http://ufcstats.com/fighter-details/7e69a4b0961aa555,Brad Blackburn,"5' 10""",170 lbs.,"73""",Orthodox,1977-05-25
Scott,McAfee,,http://ufcstats.com/fighter-details/7e7d81bf162a5ec1,Scott McAfee,"5' 8""",155 lbs.,,Orthodox,1983-08-23
Kevin,Christian,,http://ufcstats.com/fighter-details/7e9b36a9847db116,Kevin Christian,"6' 7""",205 lbs.,"80""",Orthodox,1995-01-21
Rashid,Magomedov,Highlander,http://ufcstats.com/fighter-details/7ea1f74cef32f906,Rashid Magomedov,"5' 9""",155 lbs.,"70""",Orthodox,1984-11-29
Francisco,Rivera,Cisco,http://ufcstats.com/fighter-details/7ea4a9f07df33a45,Francisco Rivera,"5' 8""",135 lbs.,"70""",Orthodox,1981-10-08
Peter,Petties,The Joker,http://ufcstats.com/fighter-details/7ea5d60d2e6a8ad0,Peter Petties,"5' 11""",145 lbs.,"72""",Southpaw,1990-12-20
Nick,Klein,Blue Collar,http://ufcstats.com/fighter-details/7eaa5e31c2dd86aa,Nick Klein,"6' 1""",185 lbs.,"77""",Orthodox,1995-09-08
Carlos,Prates,The Nightmare,http://ufcstats.com/fighter-details/7ee0fd831c0fe7c3,Carlos Prates,"6' 1""",170 lbs.,"78""",Switch,1993-08-17
Emily,Fernandez,,http://ufcstats.com/fighter-details/7ee1babb99f30115,Emily Fernandez,,,,,
Eddie,Sanchez,The Manic Hispanic,http://ufcstats.com/fighter-details/7f0b4a75ef3039a3,Eddie Sanchez,"6' 2""",230 lbs.,"74""",Orthodox,1982-11-04
Zelim,Imadaev,,http://ufcstats.com/fighter-details/7f0f171414d0a287,Zelim Imadaev,"6' 0""",170 lbs.,"76""",Orthodox,1995-01-25
Azat,Maksum,Qazaq,http://ufcstats.com/fighter-details/7f1bf0c255ec8756,Azat Maksum,"5' 7""",125 lbs.,"70""",Southpaw,1995-02-02
Cody,Durden,Custom Made,http://ufcstats.com/fighter-details/7f6ed67d3ed3c036,Cody Durden,"5' 7""",125 lbs.,"67""",Southpaw,1991-03-29
Wagner,Prado,Caldeirao,http://ufcstats.com/fighter-details/7f6ef4e1227600bc,Wagner Prado,"6' 0""",205 lbs.,"74""",Southpaw,1986-12-30
Alessio,Sakara,Legionarius,http://ufcstats.com/fighter-details/7f955f71fa2ce7ac,Alessio Sakara,"6' 0""",185 lbs.,"72""",Orthodox,1981-09-02
Jordan,Goodwin,,http://ufcstats.com/fighter-details/7f98d9d5a10fa25c,Jordan Goodwin,,155 lbs.,,,
Lorenzo,Hood,Dream Killer,http://ufcstats.com/fighter-details/7f9abc4db2d05764,Lorenzo Hood,"6' 3""",265 lbs.,"80""",Southpaw,1989-03-02
Travis,Wiuff,The Diesel,http://ufcstats.com/fighter-details/7f9f528cb72a6ed1,Travis Wiuff,"6' 3""",205 lbs.,,Orthodox,1978-03-15
Kaan,Ofli,Genghis,http://ufcstats.com/fighter-details/7facc9c45d792985,Kaan Ofli,"5' 7""",145 lbs.,"66""",Orthodox,1993-06-19
Chuck,Grigsby,The Reverend,http://ufcstats.com/fighter-details/7fb4234670271505,Chuck Grigsby,"6' 6""",205 lbs.,,Orthodox,
Glover,Teixeira,,http://ufcstats.com/fighter-details/7ff97850e8c32bda,Glover Teixeira,"6' 2""",205 lbs.,"76""",Orthodox,1979-10-28
Ricky,Calatayud,,http://ufcstats.com/fighter-details/800feaa25700a85f,Ricky Calatayud,"5' 9""",125 lbs.,,,1982-10-10
Alex,Gorgees,Hitman,http://ufcstats.com/fighter-details/803bebcfb6d6f506,Alex Gorgees,"6' 2""",155 lbs.,"74""",Switch,1995-08-11
Jaime,Jara,El Cucui,http://ufcstats.com/fighter-details/805ad1801eb26abb,Jaime Jara,"6' 1""",205 lbs.,,Southpaw,1969-08-02
Tommy,Lee,,http://ufcstats.com/fighter-details/806975e1b4f47b27,Tommy Lee,"5' 7""",145 lbs.,,Orthodox,1977-01-20
Christian,Morecraft,,http://ufcstats.com/fighter-details/80779d7441af1b52,Christian Morecraft,"6' 6""",260 lbs.,"81""",Orthodox,1986-09-08
Terrance,McKinney,T. Wrecks,http://ufcstats.com/fighter-details/809bd1a871491508,Terrance McKinney,"5' 10""",155 lbs.,"73""",Switch,1994-09-15
David,Baron,,http://ufcstats.com/fighter-details/80c0bed43da0e27b,David Baron,"5' 6""",155 lbs.,,Switch,1973-02-15
Montana,De La Rosa,,http://ufcstats.com/fighter-details/80d8aed0ca9b00f3,Montana De La Rosa,"5' 7""",125 lbs.,"68""",Orthodox,1995-02-14
Tatsuya,Kawajiri,Crusher,http://ufcstats.com/fighter-details/80d918336163b80c,Tatsuya Kawajiri,"5' 7""",145 lbs.,"69""",Orthodox,1978-05-08
Alejandro,Perez,Turbo,http://ufcstats.com/fighter-details/80daefbed11ce998,Alejandro Perez,"5' 6""",135 lbs.,"67""",Orthodox,1989-09-02
Nam,Phan,,http://ufcstats.com/fighter-details/80dbeb1dd5b53e64,Nam Phan,"5' 6""",135 lbs.,"70""",Orthodox,1983-03-13
Joe,Slick,,http://ufcstats.com/fighter-details/80e6d71e14c1d356,Joe Slick,"6' 0""",199 lbs.,,Orthodox,1977-10-17
Joseph,Benavidez,,http://ufcstats.com/fighter-details/80eacd4da0617c57,Joseph Benavidez,"5' 4""",125 lbs.,"65""",Southpaw,1984-07-31
Amanda,Nunes,The Lioness,http://ufcstats.com/fighter-details/80fa8218c99f9c58,Amanda Nunes,"5' 8""",135 lbs.,"69""",Orthodox,1988-05-30
JR,Coughran,Bam Bam,http://ufcstats.com/fighter-details/8112c9a23dccc759,JR Coughran,"5' 6""",145 lbs.,,Orthodox,1994-05-17
Micol,Di Segni,,http://ufcstats.com/fighter-details/8126e4dff0cdf69e,Micol Di Segni,"5' 3""",115 lbs.,"60""",Orthodox,1987-12-29
Yancy,Medeiros,,http://ufcstats.com/fighter-details/813550bc53b15fb0,Yancy Medeiros,"5' 10""",155 lbs.,"75""",Orthodox,1987-09-07
Charles,Johnson,InnerG,http://ufcstats.com/fighter-details/814e5233e2acf2ee,Charles Johnson,"5' 9""",125 lbs.,"70""",Switch,1991-01-10
Ricky,Glenn,The Gladiator,http://ufcstats.com/fighter-details/814ff3018127e8fc,Ricky Glenn,"6' 0""",170 lbs.,"70""",Southpaw,1989-04-12
Erick,Montano,Perry,http://ufcstats.com/fighter-details/8163cd7de0342652,Erick Montano,"6' 0""",170 lbs.,"73""",Orthodox,1985-11-19
Cody,Floyd,,http://ufcstats.com/fighter-details/8164250600b7c91b,Cody Floyd,,,,,1988-07-18
Cortavious,Romious,,http://ufcstats.com/fighter-details/8173f134396cb971,Cortavious Romious,"5' 4""",135 lbs.,"68""",Southpaw,1994-01-06
Elvis,Sinosic,The King of Rock n' Rumble,http://ufcstats.com/fighter-details/817e0bdf08efce2e,Elvis Sinosic,"6' 3""",205 lbs.,"77""",Orthodox,1971-02-13
Marcus,Brimage,The Bama Beast,http://ufcstats.com/fighter-details/81801f57bd0a7c41,Marcus Brimage,"5' 4""",135 lbs.,"71""",Southpaw,1985-04-06
Dino,Pezao,,http://ufcstats.com/fighter-details/81b57acd6975ac06,Dino Pezao,,205 lbs.,,Orthodox,
Antonio,Dos Santos,Junior Alpha,http://ufcstats.com/fighter-details/81b8b3fb019dc69d,Antonio Dos Santos,"5' 10""",185 lbs.,,Orthodox,1988-07-21
Melton,Bowen,The Punisher,http://ufcstats.com/fighter-details/81ca2c245b19b3c5,Melton Bowen,"6' 0""",225 lbs.,,Orthodox,1969-07-16
Jarred,Brooks,The Monkey God,http://ufcstats.com/fighter-details/81d9df19e255b8b6,Jarred Brooks,"5' 3""",125 lbs.,"62""",Switch,1993-05-02
Kyle,Levinton,,http://ufcstats.com/fighter-details/81ddc98fceb30086,Kyle Levinton,,,,,
Brandon,Girtz,Cold Roll,http://ufcstats.com/fighter-details/81f1810f72df8f25,Brandon Girtz,"5' 7""",155 lbs.,,,1985-03-06
Seichi,Ikemoto,,http://ufcstats.com/fighter-details/81f38d1640c4e70d,Seichi Ikemoto,"5' 11""",168 lbs.,,Orthodox,1975-08-24
Daisuke,Sugie,Amazon,http://ufcstats.com/fighter-details/8215e4fe24e8e81b,Daisuke Sugie,"5' 6""",160 lbs.,,Orthodox,
Josh,Shockman,The War Hammer,http://ufcstats.com/fighter-details/821cd80aab70d5f9,Josh Shockman,"6' 4""",235 lbs.,,Southpaw,1980-12-29
Anton,Turkalj,The Pleasure Man,http://ufcstats.com/fighter-details/82529ce93cd9a2cf,Anton Turkalj,"6' 4""",205 lbs.,"78""",Orthodox,1996-06-10
Rob,Wilkinson,Razor,http://ufcstats.com/fighter-details/826475cc758e60e6,Rob Wilkinson,"6' 3""",185 lbs.,"80""",Orthodox,1992-02-22
Dileno,Lopes,,http://ufcstats.com/fighter-details/8270c00fae24c922,Dileno Lopes,"5' 5""",135 lbs.,,,1984-09-26
Felix,Klinkhammer,,http://ufcstats.com/fighter-details/8276f28f1ad087de,Felix Klinkhammer,"6' 0""",170 lbs.,,,
Jose,Santibanez,,http://ufcstats.com/fighter-details/8299206ccebc44a7,Jose Santibanez,,155 lbs.,,,1980-01-18
Dan,Ige,50K,http://ufcstats.com/fighter-details/82a5152216251682,Dan Ige,"5' 7""",145 lbs.,"71""",Orthodox,1991-08-06
Raulian,Paiva,,http://ufcstats.com/fighter-details/82b4e942781b1046,Raulian Paiva,"5' 8""",135 lbs.,"69""",Orthodox,1995-10-17
Mara,Romero Borella,,http://ufcstats.com/fighter-details/82cbb809d5ee565c,Mara Romero Borella,"5' 6""",125 lbs.,"69""",Orthodox,1986-06-03
Miguel,Baeza,Caramel Thunder,http://ufcstats.com/fighter-details/82d4c957649faf9b,Miguel Baeza,"6' 2""",170 lbs.,"74""",Orthodox,1992-08-23
Daniel,Gracie,,http://ufcstats.com/fighter-details/82d6a9ae41aac3f7,Daniel Gracie,"6' 2""",225 lbs.,,Orthodox,
Diego,Sanchez,Nightmare,http://ufcstats.com/fighter-details/82e7929bf6c2b689,Diego Sanchez,"5' 10""",170 lbs.,"72""",Southpaw,1981-12-31
Mitsuhiro,Ishida,The Endless Warrior,http://ufcstats.com/fighter-details/82f5c81f4e3c3eb5,Mitsuhiro Ishida,"5' 6""",154 lbs.,,Southpaw,1978-12-29
Rainn,Guerrero,Purple Rainn,http://ufcstats.com/fighter-details/8300a47f6fd6fe4f,Rainn Guerrero,"5' 6""",125 lbs.,"65""",Orthodox,1992-05-13
Jamie,Pickett,The Night Wolf,http://ufcstats.com/fighter-details/830f60497fab345a,Jamie Pickett,"6' 2""",185 lbs.,"80""",Orthodox,1988-08-29
Min Soo,Kim,,http://ufcstats.com/fighter-details/831b937811804dad,Min Soo Kim,"6' 1""",255 lbs.,,Southpaw,1975-01-22
Dustin,Moore,,http://ufcstats.com/fighter-details/831de97afe326478,Dustin Moore,"5' 4""",125 lbs.,,,
Yuji,Hisamatsu,,http://ufcstats.com/fighter-details/8332a607df696345,Yuji Hisamatsu,"5' 10""",185 lbs.,,,1971-09-18
Jason,McLean,,http://ufcstats.com/fighter-details/8336d7a85ce45481,Jason McLean,"5' 5""",145 lbs.,,,
Rafael,Estevam,Macapa,http://ufcstats.com/fighter-details/83455a9d17f57dae,Rafael Estevam,"5' 8""",125 lbs.,"69""",Orthodox,1996-08-10
Antonio,Silva,Bigfoot,http://ufcstats.com/fighter-details/8349d55cdecd393a,Antonio Silva,"6' 4""",264 lbs.,"82""",Orthodox,1979-09-14
Nate,Diaz,,http://ufcstats.com/fighter-details/8355922d564b152c,Nate Diaz,"6' 0""",170 lbs.,"76""",Southpaw,1985-04-16
Fabio,Gurgel,,http://ufcstats.com/fighter-details/8377c5572cb356f3,Fabio Gurgel,"6' 0""",205 lbs.,,Orthodox,
Sheila,Gaff,The German Tank,http://ufcstats.com/fighter-details/837d30395faca41e,Sheila Gaff,"5' 5""",135 lbs.,,Orthodox,1989-12-29
Joseph,Gigliotti,Capo,http://ufcstats.com/fighter-details/83825fad27ab3581,Joseph Gigliotti,"5' 11""",185 lbs.,,Orthodox,1993-08-13
Clay,Harvison,Bushwacker,http://ufcstats.com/fighter-details/83a477a7dba1ca58,Clay Harvison,"6' 1""",170 lbs.,"74""",Orthodox,1980-09-25
Juan,Adams,The Kraken,http://ufcstats.com/fighter-details/83b00f7597e5ac83,Juan Adams,"6' 5""",265 lbs.,"80""",Orthodox,1992-01-16
Joe,Son,,http://ufcstats.com/fighter-details/83b743fedde154fb,Joe Son,"5' 4""",236 lbs.,,Orthodox,1970-11-22
Paul,Capaldo,,http://ufcstats.com/fighter-details/83b8fe74224dd642,Paul Capaldo,"5' 7""",135 lbs.,,,1996-12-27
Cory,Walmsley,Hardcore,http://ufcstats.com/fighter-details/83c6c3e0f8bde8ee,Cory Walmsley,"6' 0""",205 lbs.,,Orthodox,
Michael,Patt,,http://ufcstats.com/fighter-details/83d0de122f2f9664,Michael Patt,"6' 0""",205 lbs.,,Orthodox,
Efrain,Escudero,Hecho En Mexico,http://ufcstats.com/fighter-details/83fd97284f4bb4a4,Efrain Escudero,"5' 9""",155 lbs.,"71""",Orthodox,1986-01-15
Ben,Nguyen,Ten,http://ufcstats.com/fighter-details/840d2c82ea68b9aa,Ben Nguyen,"5' 5""",125 lbs.,"65""",Switch,1988-08-03
Mansur,Abdul-Malik,,http://ufcstats.com/fighter-details/841695e02c99a521,Mansur Abdul-Malik,"6' 2""",185 lbs.,"79""",Orthodox,1997-10-07
Ralek,Gracie,,http://ufcstats.com/fighter-details/84283233ec42be5f,Ralek Gracie,"6' 2""",210 lbs.,,Orthodox,1985-10-04
Lina,Kvokov,,http://ufcstats.com/fighter-details/843dd76c50cae0f6,Lina Kvokov,"5' 9""",135 lbs.,,Orthodox,
Steven,Koslow,Obi Won Shinobi The Pillow,http://ufcstats.com/fighter-details/84512339473dd300,Steven Koslow,"5' 7""",125 lbs.,"69""",Switch,1997-01-22
Baru,Harn,Seiryu,http://ufcstats.com/fighter-details/848809f3986b4977,Baru Harn,,265 lbs.,,,
Mateusz,Rebecki,,http://ufcstats.com/fighter-details/849c5d9979df5357,Mateusz Rebecki,"5' 7""",155 lbs.,"66""",Southpaw,1992-11-03
Jarrod,Kwitty,,http://ufcstats.com/fighter-details/849d15ed7e3a0e97,Jarrod Kwitty,"5' 8""",185 lbs.,,,
Sam,Hoger,The Alaskan Assassin,http://ufcstats.com/fighter-details/84a067c46306a737,Sam Hoger,"6' 2""",205 lbs.,,Orthodox,1980-06-28
Duane,Ludwig,Bang,http://ufcstats.com/fighter-details/84ac950d4c1722dd,Duane Ludwig,"5' 10""",170 lbs.,"70""",Orthodox,1978-08-04
Neil,Magny,The Haitian Sensation,http://ufcstats.com/fighter-details/84b3e7d38f2d2ec5,Neil Magny,"6' 3""",170 lbs.,"80""",Orthodox,1987-08-03
Kim,Couture,Sugar Free,http://ufcstats.com/fighter-details/84c43f0d25f15b0b,Kim Couture,"5' 8""",135 lbs.,,Orthodox,1975-12-18
Emilio,Chavez,,http://ufcstats.com/fighter-details/84e8920e59ff14a7,Emilio Chavez,"5' 9""",145 lbs.,,,
Jose,Johnson,Zhakwarius,http://ufcstats.com/fighter-details/84f727cf0166d6f2,Jose Johnson,"6' 0""",125 lbs.,"71""",Orthodox,1995-05-20
Gregor,Gillespie,The Gift,http://ufcstats.com/fighter-details/84ff027394f7e470,Gregor Gillespie,"5' 7""",155 lbs.,"71""",Orthodox,1986-11-13
Daniel,Marcos,Soncora,http://ufcstats.com/fighter-details/850266b3dc4e506e,Daniel Marcos,"5' 7""",135 lbs.,"69""",Orthodox,1993-03-07
Greg,Hardy,Prince of War,http://ufcstats.com/fighter-details/85073dbd1be65ed9,Greg Hardy,"6' 5""",265 lbs.,"80""",Orthodox,1988-07-28
James,Wilks,Lightning,http://ufcstats.com/fighter-details/852454c572675334,James Wilks,"6' 1""",170 lbs.,"75""",Orthodox,1978-05-04
Jamie,Yager,The Chosyn 1,http://ufcstats.com/fighter-details/85248da6e9e2f7e7,Jamie Yager,"6' 1""",185 lbs.,,Orthodox,1983-11-29
Kai,Kara-France,Don't Blink,http://ufcstats.com/fighter-details/853eb0dd5c0e2149,Kai Kara-France,"5' 4""",125 lbs.,"69""",Orthodox,1993-03-26
Jacobe,Smith,Cobe,http://ufcstats.com/fighter-details/85497ffd934ecf7e,Jacobe Smith,"5' 10""",170 lbs.,"72""",Southpaw,1996-01-17
Thomas,Diagne,,http://ufcstats.com/fighter-details/8567466ae167216b,Thomas Diagne,"6' 1""",154 lbs.,,,1983-09-03
Cyrillo,Padilha,,http://ufcstats.com/fighter-details/856c4d2668a875f9,Cyrillo Padilha,"5' 11""",155 lbs.,,,1978-01-23
Ryan,McGivern,,http://ufcstats.com/fighter-details/856ec65948b7d234,Ryan McGivern,"6' 0""",185 lbs.,,Orthodox,1980-01-17
Young,Hwang,,http://ufcstats.com/fighter-details/8588d14c4952b9fa,Young Hwang,"5' 9""",135 lbs.,,,1988-09-02
Shane,del Rosario,,http://ufcstats.com/fighter-details/85980f5da429c0a6,Shane del Rosario,"6' 4""",250 lbs.,,Southpaw,1983-09-23
Anvarbek,Daniyalbekov,,http://ufcstats.com/fighter-details/859e0dafd04fe1ca,Anvarbek Daniyalbekov,,185 lbs.,,,1995-05-27
Juan Manuel,Puig,Fenix,http://ufcstats.com/fighter-details/85d0fafb8b75d634,Juan Manuel Puig,"5' 9""",145 lbs.,,Orthodox,1989-04-23
Murilo,Bustamante,,http://ufcstats.com/fighter-details/85d905f7c4f5a1af,Murilo Bustamante,"6' 2""",183 lbs.,,Orthodox,1966-07-30
Terrell,Brown,,http://ufcstats.com/fighter-details/85df85a4e276c90e,Terrell Brown,,185 lbs.,,,1983-04-13
Hayato,Sakurai,Mach,http://ufcstats.com/fighter-details/85e26e2468b4e82f,Hayato Sakurai,"5' 7""",168 lbs.,,Orthodox,1975-08-24
Dmitry,Sosnovskiy,Wicked Machine,http://ufcstats.com/fighter-details/85ff1b9471d35238,Dmitry Sosnovskiy,"6' 3""",240 lbs.,"77""",Orthodox,1989-07-06
John,Teixeira,Macapa,http://ufcstats.com/fighter-details/86061eaba822bfea,John Teixeira,"5' 7""",145 lbs.,,Orthodox,1986-11-18
Jarjis,Danho,Man Mountain,http://ufcstats.com/fighter-details/8614b7134913f5d5,Jarjis Danho,"6' 3""",265 lbs.,"74""",Orthodox,1983-10-15
Joe,Lowry,,http://ufcstats.com/fighter-details/86248c84834238e7,Joe Lowry,"5' 11""",155 lbs.,"73""",Orthodox,1989-12-12
Zarah,Fairn,Infinite,http://ufcstats.com/fighter-details/862b0b3375aa4b6e,Zarah Fairn,"5' 8""",135 lbs.,"72""",Orthodox,1983-12-10
James,Lee,,http://ufcstats.com/fighter-details/863d06a7ef8bc98c,James Lee,"5' 11""",205 lbs.,,Southpaw,1973-09-22
So Yul,Kim,,http://ufcstats.com/fighter-details/864c07a7ff90caae,So Yul Kim,,115 lbs.,,,1997-05-25
Feng,Pengchao,,http://ufcstats.com/fighter-details/86597694317e5e1b,Feng Pengchao,,135 lbs.,,,
Alexander,Otsuka,The Diet Butcher,http://ufcstats.com/fighter-details/865aa315ea62c511,Alexander Otsuka,"6' 1""",205 lbs.,,Orthodox,1971-07-17
Kennedy,Nzechukwu,African Savage,http://ufcstats.com/fighter-details/8667caa0451d245b,Kennedy Nzechukwu,"6' 5""",205 lbs.,"83""",Southpaw,1992-06-13
Dusko,Todorovic,Thunder,http://ufcstats.com/fighter-details/866fd7b1a6c90e7f,Dusko Todorovic,"6' 1""",185 lbs.,"74""",Orthodox,1994-05-19
Baergeng,Jieleyisi,,http://ufcstats.com/fighter-details/8677e67a75d65b8e,Baergeng Jieleyisi,"5' 9""",135 lbs.,"70""",Orthodox,1995-11-24
